Source1,SourceX,SourceXX,Source,SourceX2,desc,SourceN,problem_name,Instances,feature_dec_max_range,probindex,rwalk_l,feature_sup_avg_rws,feature_inf_avg_rws,feature_inc_avg_rws,feature_lnd_avg_rws,p_disp_avg_rws,feature_sup_r1_rws,feature_inf_r1_rws,feature_inc_r1_rws,feature_lnd_r1_rws,old_dec_min_range,old_dec_max_range,feature_decdist,feature_obdist,feature_obclust_n,feature_obclust_min,feature_obclust_max,feature_obclust_range,feature_obdist_max,feature_obdist_mean,feature_obdist_iqr_mean,feature_mdl_r2,feature_range_coeff,feature_rankprop,decsize,probsize,feature_kurt_rank,feature_kurt_avg,feature_kurt_min,feature_kurt_max,feature_kurt_rnge,nbrs_fnd,Hx,feature_Hy,feature_Hxy,feature_signif,feature_min_nbrdist,obdisc_med,kurt_med,med_decdist,feature_avg_nbr_rank_best,feature_min_nbr_rank_best,feature_max_nbr_rank_best,feature_aep,algo_GrEA,algo_HypE,algo_IBEA,algo_MOEAD,algo_NSGAII,algo_SPEA2
ZDT1_P,existing,existing,existing,new_ZDT,conv,existing2,new_ZDT1,ZDT1_10,1,10,11000,0.4008,0.4005,0.1987,0.2705,1273.012807,0.12734725,0.136427519,0.039683437,-0.015072872,0,0.00044205,1.694367579,19.66907188,20,0.004363636,0.092454545,0.088090909,60.02407882,19.66907188,18.50602149,0.898404064,87.09286781,0.000636364,30,2,2.104166863,2.375908885,1.780940073,2.970877696,1.189937623,1,-0.018629315,4.114163216,4.663311008,-0.138005489,234.3812553,14.36371758,2.375908885,1.942835977,43.05194805,15.36363636,81.90909091,0.293648421,1.83199819,1.817635395,1.78428514,1.913795169,1.835474695,1.826074899
ZDT1_P,existing,existing,existing,new_ZDT,conv,existing2,new_ZDT1,ZDT1_11,1,11,11000,0.4008,0.4005,0.1987,0.2705,1273.012807,0.12734725,0.136427519,0.039683437,-0.015072872,0,0.00044205,1.694367579,19.66907188,20,0.004363636,0.092454545,0.088090909,60.02407882,19.66907188,18.50602149,0.898404064,87.09286781,0.000636364,30,2,2.104166863,2.375908885,1.780940073,2.970877696,1.189937623,1,-0.018629315,4.114163216,4.663311008,-0.138005489,234.3812553,14.36371758,2.375908885,1.942835977,43.05194805,15.36363636,81.90909091,0.293648421,1.850201322,1.816884065,1.762770043,1.918374536,1.833040052,1.821388287
ZDT1_P,existing,existing,existing,new_ZDT,conv,existing2,new_ZDT1,ZDT1_12,1,12,11000,0.4008,0.4005,0.1987,0.2705,1273.012807,0.12734725,0.136427519,0.039683437,-0.015072872,0,0.00044205,1.694367579,19.66907188,20,0.004363636,0.092454545,0.088090909,60.02407882,19.66907188,18.50602149,0.898404064,87.09286781,0.000636364,30,2,2.104166863,2.375908885,1.780940073,2.970877696,1.189937623,1,-0.018629315,4.114163216,4.663311008,-0.138005489,234.3812553,14.36371758,2.375908885,1.942835977,43.05194805,15.36363636,81.90909091,0.293648421,1.842022068,1.82400815,1.773882033,1.927198666,1.846793171,1.848035325
ZDT1_P,existing,existing,existing,new_ZDT,conv,existing2,new_ZDT1,ZDT1_13,1,13,11000,0.4008,0.4005,0.1987,0.2705,1273.012807,0.12734725,0.136427519,0.039683437,-0.015072872,0,0.00044205,1.694367579,19.66907188,20,0.004363636,0.092454545,0.088090909,60.02407882,19.66907188,18.50602149,0.898404064,87.09286781,0.000636364,30,2,2.104166863,2.375908885,1.780940073,2.970877696,1.189937623,1,-0.018629315,4.114163216,4.663311008,-0.138005489,234.3812553,14.36371758,2.375908885,1.942835977,43.05194805,15.36363636,81.90909091,0.293648421,1.853536881,1.833398921,1.795193088,1.93056934,1.85766907,1.850164777
ZDT1_P,existing,existing,existing,new_ZDT,conv,existing2,new_ZDT1,ZDT1_14,1,14,11000,0.4008,0.4005,0.1987,0.2705,1273.012807,0.12734725,0.136427519,0.039683437,-0.015072872,0,0.00044205,1.694367579,19.66907188,20,0.004363636,0.092454545,0.088090909,60.02407882,19.66907188,18.50602149,0.898404064,87.09286781,0.000636364,30,2,2.104166863,2.375908885,1.780940073,2.970877696,1.189937623,1,-0.018629315,4.114163216,4.663311008,-0.138005489,234.3812553,14.36371758,2.375908885,1.942835977,43.05194805,15.36363636,81.90909091,0.293648421,1.856957452,1.847210661,1.775914884,1.933066452,1.851570099,1.844735013
ZDT1_P,existing,existing,existing,new_ZDT,conv,existing2,new_ZDT1,ZDT1_15,1,15,11000,0.4008,0.4005,0.1987,0.2705,1273.012807,0.12734725,0.136427519,0.039683437,-0.015072872,0,0.00044205,1.694367579,19.66907188,20,0.004363636,0.092454545,0.088090909,60.02407882,19.66907188,18.50602149,0.898404064,87.09286781,0.000636364,30,2,2.104166863,2.375908885,1.780940073,2.970877696,1.189937623,1,-0.018629315,4.114163216,4.663311008,-0.138005489,234.3812553,14.36371758,2.375908885,1.942835977,43.05194805,15.36363636,81.90909091,0.293648421,1.862599459,1.85218504,1.800301284,1.937224025,1.860231221,1.856590895
ZDT1_P,existing,existing,existing,new_ZDT,conv,existing2,new_ZDT1,ZDT1_16,1,16,11000,0.4008,0.4005,0.1987,0.2705,1273.012807,0.12734725,0.136427519,0.039683437,-0.015072872,0,0.00044205,1.694367579,19.66907188,20,0.004363636,0.092454545,0.088090909,60.02407882,19.66907188,18.50602149,0.898404064,87.09286781,0.000636364,30,2,2.104166863,2.375908885,1.780940073,2.970877696,1.189937623,1,-0.018629315,4.114163216,4.663311008,-0.138005489,234.3812553,14.36371758,2.375908885,1.942835977,43.05194805,15.36363636,81.90909091,0.293648421,1.865364887,1.850425146,1.779284078,1.940774897,1.870541936,1.848666444
ZDT1_P,existing,existing,existing,new_ZDT,conv,existing2,new_ZDT1,ZDT1_17,1,17,11000,0.4008,0.4005,0.1987,0.2705,1273.012807,0.12734725,0.136427519,0.039683437,-0.015072872,0,0.00044205,1.694367579,19.66907188,20,0.004363636,0.092454545,0.088090909,60.02407882,19.66907188,18.50602149,0.898404064,87.09286781,0.000636364,30,2,2.104166863,2.375908885,1.780940073,2.970877696,1.189937623,1,-0.018629315,4.114163216,4.663311008,-0.138005489,234.3812553,14.36371758,2.375908885,1.942835977,43.05194805,15.36363636,81.90909091,0.293648421,1.860575056,1.852957652,1.793824741,1.944200382,1.872730078,1.861867191
ZDT1_P,existing,existing,existing,new_ZDT,conv,existing2,new_ZDT1,ZDT1_18,1,18,11000,0.4008,0.4005,0.1987,0.2705,1273.012807,0.12734725,0.136427519,0.039683437,-0.015072872,0,0.00044205,1.694367579,19.66907188,20,0.004363636,0.092454545,0.088090909,60.02407882,19.66907188,18.50602149,0.898404064,87.09286781,0.000636364,30,2,2.104166863,2.375908885,1.780940073,2.970877696,1.189937623,1,-0.018629315,4.114163216,4.663311008,-0.138005489,234.3812553,14.36371758,2.375908885,1.942835977,43.05194805,15.36363636,81.90909091,0.293648421,1.881656093,1.846338369,1.824836747,1.946783127,1.868025265,1.866741626
ZDT1_P,existing,existing,existing,new_ZDT,conv,existing2,new_ZDT1,ZDT1_19,1,19,11000,0.4008,0.4005,0.1987,0.2705,1273.012807,0.12734725,0.136427519,0.039683437,-0.015072872,0,0.00044205,1.694367579,19.66907188,20,0.004363636,0.092454545,0.088090909,60.02407882,19.66907188,18.50602149,0.898404064,87.09286781,0.000636364,30,2,2.104166863,2.375908885,1.780940073,2.970877696,1.189937623,1,-0.018629315,4.114163216,4.663311008,-0.138005489,234.3812553,14.36371758,2.375908885,1.942835977,43.05194805,15.36363636,81.90909091,0.293648421,1.878040672,1.860289909,1.797934485,1.94962836,1.880477269,1.874266947
ZDT1_P,existing,existing,existing,new_ZDT,conv,existing2,new_ZDT1,ZDT1_20,1,20,11000,0.4008,0.4005,0.1987,0.2705,1273.012807,0.12734725,0.136427519,0.039683437,-0.015072872,0,0.00044205,1.694367579,19.66907188,20,0.004363636,0.092454545,0.088090909,60.02407882,19.66907188,18.50602149,0.898404064,87.09286781,0.000636364,30,2,2.104166863,2.375908885,1.780940073,2.970877696,1.189937623,1,-0.018629315,4.114163216,4.663311008,-0.138005489,234.3812553,14.36371758,2.375908885,1.942835977,43.05194805,15.36363636,81.90909091,0.293648421,1.87363507,1.87082921,1.83347827,1.952009022,1.882548377,1.878344471
ZDT1_P,existing,existing,existing,new_ZDT,conv,existing2,new_ZDT1,ZDT1_21,1,21,11000,0.4008,0.4005,0.1987,0.2705,1273.012807,0.12734725,0.136427519,0.039683437,-0.015072872,0,0.00044205,1.694367579,19.66907188,20,0.004363636,0.092454545,0.088090909,60.02407882,19.66907188,18.50602149,0.898404064,87.09286781,0.000636364,30,2,2.104166863,2.375908885,1.780940073,2.970877696,1.189937623,1,-0.018629315,4.114163216,4.663311008,-0.138005489,234.3812553,14.36371758,2.375908885,1.942835977,43.05194805,15.36363636,81.90909091,0.293648421,1.883976653,1.851659542,1.806493427,1.954099981,1.874959633,1.863225021
ZDT1_P,existing,existing,existing,new_ZDT,conv,existing2,new_ZDT1,ZDT1_22,1,22,11000,0.4008,0.4005,0.1987,0.2705,1273.012807,0.12734725,0.136427519,0.039683437,-0.015072872,0,0.00044205,1.694367579,19.66907188,20,0.004363636,0.092454545,0.088090909,60.02407882,19.66907188,18.50602149,0.898404064,87.09286781,0.000636364,30,2,2.104166863,2.375908885,1.780940073,2.970877696,1.189937623,1,-0.018629315,4.114163216,4.663311008,-0.138005489,234.3812553,14.36371758,2.375908885,1.942835977,43.05194805,15.36363636,81.90909091,0.293648421,1.885128602,1.865845105,1.803387042,1.956183841,1.877460128,1.875125145
ZDT1_P,existing,existing,existing,new_ZDT,conv,existing2,new_ZDT1,ZDT1_23,1,23,11000,0.4008,0.4005,0.1987,0.2705,1273.012807,0.12734725,0.136427519,0.039683437,-0.015072872,0,0.00044205,1.694367579,19.66907188,20,0.004363636,0.092454545,0.088090909,60.02407882,19.66907188,18.50602149,0.898404064,87.09286781,0.000636364,30,2,2.104166863,2.375908885,1.780940073,2.970877696,1.189937623,1,-0.018629315,4.114163216,4.663311008,-0.138005489,234.3812553,14.36371758,2.375908885,1.942835977,43.05194805,15.36363636,81.90909091,0.293648421,1.889579399,1.870170282,1.795031576,1.957800944,1.88326541,1.877749944
ZDT1_P,existing,existing,existing,new_ZDT,conv,existing2,new_ZDT1,ZDT1_24,1,24,11000,0.4008,0.4005,0.1987,0.2705,1273.012807,0.12734725,0.136427519,0.039683437,-0.015072872,0,0.00044205,1.694367579,19.66907188,20,0.004363636,0.092454545,0.088090909,60.02407882,19.66907188,18.50602149,0.898404064,87.09286781,0.000636364,30,2,2.104166863,2.375908885,1.780940073,2.970877696,1.189937623,1,-0.018629315,4.114163216,4.663311008,-0.138005489,234.3812553,14.36371758,2.375908885,1.942835977,43.05194805,15.36363636,81.90909091,0.293648421,1.875129204,1.864201396,1.812320442,1.959585104,1.884286849,1.872269689
ZDT1_P,existing,existing,existing,new_ZDT,conv,existing2,new_ZDT1,ZDT1_25,1,25,11000,0.4008,0.4005,0.1987,0.2705,1273.012807,0.12734725,0.136427519,0.039683437,-0.015072872,0,0.00044205,1.694367579,19.66907188,20,0.004363636,0.092454545,0.088090909,60.02407882,19.66907188,18.50602149,0.898404064,87.09286781,0.000636364,30,2,2.104166863,2.375908885,1.780940073,2.970877696,1.189937623,1,-0.018629315,4.114163216,4.663311008,-0.138005489,234.3812553,14.36371758,2.375908885,1.942835977,43.05194805,15.36363636,81.90909091,0.293648421,1.867541344,1.878988818,1.837438164,1.96118062,1.879242919,1.878593651
ZDT1_P,existing,existing,existing,new_ZDT,conv,existing2,new_ZDT1,ZDT1_26,1,26,11000,0.4008,0.4005,0.1987,0.2705,1273.012807,0.12734725,0.136427519,0.039683437,-0.015072872,0,0.00044205,1.694367579,19.66907188,20,0.004363636,0.092454545,0.088090909,60.02407882,19.66907188,18.50602149,0.898404064,87.09286781,0.000636364,30,2,2.104166863,2.375908885,1.780940073,2.970877696,1.189937623,1,-0.018629315,4.114163216,4.663311008,-0.138005489,234.3812553,14.36371758,2.375908885,1.942835977,43.05194805,15.36363636,81.90909091,0.293648421,1.875919163,1.858217278,1.817310486,1.963606872,1.88973912,1.876822515
ZDT1_P,existing,existing,existing,new_ZDT,conv,existing2,new_ZDT1,ZDT1_27,1,27,11000,0.4008,0.4005,0.1987,0.2705,1273.012807,0.12734725,0.136427519,0.039683437,-0.015072872,0,0.00044205,1.694367579,19.66907188,20,0.004363636,0.092454545,0.088090909,60.02407882,19.66907188,18.50602149,0.898404064,87.09286781,0.000636364,30,2,2.104166863,2.375908885,1.780940073,2.970877696,1.189937623,1,-0.018629315,4.114163216,4.663311008,-0.138005489,234.3812553,14.36371758,2.375908885,1.942835977,43.05194805,15.36363636,81.90909091,0.293648421,1.885195871,1.862686042,1.816527068,1.963892943,1.892436523,1.889830279
ZDT1_P,existing,existing,existing,new_ZDT,conv,existing2,new_ZDT1,ZDT1_28,1,28,11000,0.4008,0.4005,0.1987,0.2705,1273.012807,0.12734725,0.136427519,0.039683437,-0.015072872,0,0.00044205,1.694367579,19.66907188,20,0.004363636,0.092454545,0.088090909,60.02407882,19.66907188,18.50602149,0.898404064,87.09286781,0.000636364,30,2,2.104166863,2.375908885,1.780940073,2.970877696,1.189937623,1,-0.018629315,4.114163216,4.663311008,-0.138005489,234.3812553,14.36371758,2.375908885,1.942835977,43.05194805,15.36363636,81.90909091,0.293648421,1.908723243,1.873899675,1.805366445,1.964952318,1.891281995,1.882827572
ZDT1_P,existing,existing,existing,new_ZDT,conv,existing2,new_ZDT1,ZDT1_29,1,29,11000,0.4008,0.4005,0.1987,0.2705,1273.012807,0.12734725,0.136427519,0.039683437,-0.015072872,0,0.00044205,1.694367579,19.66907188,20,0.004363636,0.092454545,0.088090909,60.02407882,19.66907188,18.50602149,0.898404064,87.09286781,0.000636364,30,2,2.104166863,2.375908885,1.780940073,2.970877696,1.189937623,1,-0.018629315,4.114163216,4.663311008,-0.138005489,234.3812553,14.36371758,2.375908885,1.942835977,43.05194805,15.36363636,81.90909091,0.293648421,1.887206552,1.879034168,1.79691435,1.966270368,1.894421946,1.872118169
ZDT1_P,existing,existing,existing,new_ZDT,conv,existing2,new_ZDT1,ZDT1_30,1,30,11000,0.4008,0.4005,0.1987,0.2705,1273.012807,0.12734725,0.136427519,0.039683437,-0.015072872,0,0.00044205,1.694367579,19.66907188,20,0.004363636,0.092454545,0.088090909,60.02407882,19.66907188,18.50602149,0.898404064,87.09286781,0.000636364,30,2,2.104166863,2.375908885,1.780940073,2.970877696,1.189937623,1,-0.018629315,4.114163216,4.663311008,-0.138005489,234.3812553,14.36371758,2.375908885,1.942835977,43.05194805,15.36363636,81.90909091,0.293648421,1.887225549,1.875610832,1.82409563,1.967280005,1.890034243,1.892086716
ZDT3_0,existing,existing,existing,new_ZDT,disc,existing2,new_ZDT3,ZDT3_0,1,0,11000,0.3892,0.3954,0.2154,0.3056,1262.068837,0.121474779,0.125108238,0.013093937,0.007078656,0,0.00044205,1.80578285,17.20330848,20,0.000272727,0.087545455,0.087272727,67.55151792,17.20330848,13.41163786,0.891673603,68.66269426,0.001090909,30,2,2.178560894,2.38447616,1.780940073,2.988012248,1.207072174,1,-0.018629315,4.089588891,4.676015702,-0.147950355,218.043229,13.03734206,2.38447616,1.940087003,32.21212121,12.90909091,68.09090909,0.313003102,1.849010558,1.430942514,1.695060725,1.935823487,1.868617546,1.882426427
ZDT3_P,existing,existing,existing,new_ZDT,disc,existing2,new_ZDT3,ZDT3_1,1,1,11000,0.3941,0.3979,0.208,0.2899,1268.660093,0.138593649,0.133968993,-0.029356083,-0.009021256,0,0.00044205,1.755310735,18.79031319,20,0.001272727,0.083363636,0.082090909,64.26720496,18.79031319,15.96537243,0.894180225,77.05133125,0.000818182,30,2,2.152839286,2.382686439,1.780940073,2.984432804,1.203492731,1,-0.018629315,4.115240329,4.681158395,-0.142044531,231.2753773,14.37726832,2.382686439,1.941356878,38.94949495,14.09090909,75,0.300244459,1.784686147,1.441871743,1.624762183,1.917006545,1.791794506,1.827620274
ZDT3_P,existing,existing,existing,new_ZDT,disc,existing2,new_ZDT3,ZDT3_2,1,2,11000,0.3967,0.3997,0.2036,0.2799,1269.513089,0.128987631,0.12690316,0.007631761,-0.01250745,0,0.00044205,1.755310735,17.84892762,20,0.000181818,0.090636364,0.090454545,62.01802765,17.84892762,14.76138678,0.893986071,83.69742159,0.000818182,30,2,2.104008408,2.379306504,1.780940073,2.977672935,1.196732862,1,-0.018629315,4.111928011,4.666170489,-0.139319509,226.3606973,14.1090682,2.379306504,1.941356878,40.27272727,14.72727273,79,0.294026887,1.902452138,1.672664287,1.8567651,1.972634744,1.908521312,1.911961216
ZDT3_P,existing,existing,existing,new_ZDT,disc,existing2,new_ZDT3,ZDT3_3,1,3,11000,0.3431,0.3557,0.3012,0.4334,799.2125396,0.06445802,0.110816298,0.093309929,0.033007554,0,0.00044205,1.943121221,17.73593789,20,0.000363636,0.099181818,0.098818182,71.15380346,17.73593789,16.14306908,0.908017286,47.91478746,0.002363636,30,2,2.308580826,3.054645412,1.780940073,4.32835075,2.547410677,1,-0.018629315,3.345639416,4.326972431,-0.298885267,86.55620007,12.88320838,3.054645412,2.009850255,22.83003953,7.181818182,47.72727273,0.307839461,1.885892283,1.708720272,1.944921476,1.96443493,1.923450074,1.914441198
ZDT3_P,existing,existing,existing,new_ZDT,disc,existing2,new_ZDT3,ZDT3_4,1,4,11000,0.3987,0.3984,0.2029,0.2807,1270.377841,0.133492584,0.131809011,-0.015319901,-0.020841445,0,0.00044205,1.74243893,19.23407701,20,0.006454545,0.079181818,0.072727273,62.06939583,19.23407701,16.99210066,0.892584744,81.93984163,0.000727273,30,2,2.162281588,2.377529868,1.780940073,2.974119663,1.193179589,1,-0.018629315,4.110641291,4.669479075,-0.140481024,250.547927,14.89315902,2.377529868,1.948209295,40.07954545,14.54545455,77.45454545,0.308267057,1.731143095,1.555117257,1.630846862,1.902383186,1.762569725,1.781628366
ZDT3_P,existing,existing,existing,new_ZDT,disc,existing2,new_ZDT3,ZDT3_5,1,5,11000,0.3842,0.3806,0.2352,0.3319,1248.328624,0.134180849,0.149722006,0.017169789,0.029051457,0,0.00044205,1.82372934,18.94176028,20,0.005454545,0.078272727,0.072818182,73.42269967,18.94176028,15.01587908,0.904624315,62.11488718,0.001181818,30,2,2.181250722,2.397132849,1.780940073,3.013325624,1.232385551,1,-0.018629315,4.052070784,4.669643851,-0.15700673,222.9482797,15.58562016,2.397132849,1.942835977,29.23076923,12.09090909,63.63636364,0.314393507,1.847702008,1.532165029,1.772040812,1.94413224,1.867981094,1.904168519
ZDT3_P,existing,existing,existing,new_ZDT,disc,existing2,new_ZDT3,ZDT3_6,1,6,11000,0.3337,0.3529,0.3134,0.4517,428.6096386,0.037808172,0.086459052,0.067370447,0.023408773,0,0.00044205,1.927154183,10.6926255,20,0.000545455,0.108545455,0.108,42.33267395,10.6926255,9.742132771,0.885996508,44.31970795,0.002454545,30,2,2.34094796,3.543191685,1.780940073,5.305443296,3.524503223,1,-0.018629315,2.654597683,3.800431124,-0.438658846,45.55564893,7.692356126,3.543191685,1.995213766,22.15909091,6.909090909,46.36363636,0.337985926,1.889176725,1.743243055,1.946146743,1.960452785,1.907348723,1.906251018
ZDT3_P,existing,existing,existing,new_ZDT,disc,existing2,new_ZDT3,ZDT3_7,1,7,11000,0.3632,0.3648,0.272,0.3826,1177.919225,0.119274675,0.112480778,0.007802421,0.034747023,0,0.00044205,1.897427957,22.35340894,20,0.000818182,0.093,0.092181818,80.92289004,22.35340894,21.07707638,0.892540249,55.00194875,0.001545455,30,2,2.23206072,2.504607012,1.780940073,3.228273951,1.447333878,1,-0.018629315,3.891254889,4.643968942,-0.198224838,175.8286414,17.76296429,2.504607012,1.978919225,25.26704545,9.909090909,54.81818182,0.316784294,1.863223412,1.631001628,1.890750478,1.953190308,1.858973963,1.897759664
ZDT3_P,existing,existing,existing,new_ZDT,disc,existing2,new_ZDT3,ZDT3_8,1,8,11000,0.3804,0.3823,0.2373,0.3362,1247.607322,0.126546876,0.138051389,-0.001733548,0.01407549,0,0.00044205,1.80578285,19.90124562,20,0.000909091,0.097818182,0.096909091,72.69722923,19.90124562,16.51547624,0.901509943,62.54754136,0.001090909,30,2,2.220729423,2.394574956,1.780940073,3.00820984,1.227269766,1,-0.018629315,4.047675797,4.660373095,-0.155972624,213.6972711,16.683748,2.394574956,1.940087003,29.56060606,11.81818182,62.27272727,0.310420987,1.856368777,1.563512965,1.79903996,1.946652568,1.817931574,1.892883388
ZDT3_P,existing,existing,existing,new_ZDT,disc,existing2,new_ZDT3,ZDT3_9,1,9,11000,0.4005,0.3977,0.2018,0.2767,1272.948057,0.130337282,0.127008017,0.010318614,-0.018322909,0,0.00044205,1.694367579,20.350645,20,0.001454545,0.083272727,0.081818182,62.10799587,20.350645,19.28546457,0.901128512,82.66562578,0.000636364,30,2,2.128903786,2.380334929,1.780940073,2.979729784,1.198789711,1,-0.018629315,4.113147184,4.678176192,-0.141900666,238.928231,15.41074985,2.380334929,1.942835977,41.98701299,14.81818182,79.63636364,0.287534107,1.66148892,1.367489678,1.501216147,1.869039115,1.66694488,1.699827252
ZDT3_P,existing,existing,existing,new_ZDT,disc,existing2,new_ZDT3,ZDT3_10,1,10,11000,0.4001,0.3987,0.2012,0.2746,1272.978723,0.130797481,0.135586262,-0.000102466,-0.034754916,0,0.00044205,1.694367579,20.01450423,20,0.002363636,0.084272727,0.081909091,60.50315821,20.01450423,18.91171439,0.897213122,85.73512775,0.000636364,30,2,2.132665998,2.375600426,1.780940073,2.970260779,1.189320706,1,-0.018629315,4.111661273,4.66626595,-0.139416638,254.3636681,14.08552279,2.375600426,1.942835977,42.54545455,14.90909091,80.45454545,0.306576999,1.715370251,1.53351097,1.582814715,1.911899292,1.703185758,1.681524975
ZDT3_P,existing,existing,existing,new_ZDT,disc,existing2,new_ZDT3,ZDT3_11,1,11,11000,0.3482,0.3629,0.2889,0.412,1033.207736,0.092399332,0.123498116,0.04767605,0.03165039,0,0.00044205,1.913112259,22.02091149,20,0.000727273,0.091272727,0.090545455,81.92758511,22.02091149,20.72550192,0.899996516,48.52709619,0.001818182,30,2,2.348436391,2.720725792,1.780940073,3.660511512,1.879571439,1,-0.018629315,3.682746716,4.545482727,-0.239322819,119.5812236,17.44818914,2.720725792,2.003359532,24.04812834,9.363636364,50.27272727,0.301732613,1.8698159,1.651903423,1.92361788,1.951723824,1.898307203,1.891932004
ZDT3_P,existing,existing,existing,new_ZDT,disc,existing2,new_ZDT3,ZDT3_12,1,12,11000,0.4005,0.3978,0.2017,0.2751,1274.423664,0.118555383,0.124515755,0.00506142,-0.018858555,0,0.00044205,1.694367579,19.87503619,20,0.000272727,0.081363636,0.081090909,60.28697139,19.87503619,18.73560569,0.898304024,86.58458942,0.000636364,30,2,2.135169944,2.374719221,1.780940073,2.968498369,1.187558296,1,-0.018629315,4.110706356,4.664251085,-0.139191174,229.4686036,14.08501534,2.374719221,1.942835977,42.28571429,15.09090909,80.09090909,0.289918235,1.694134899,1.352762093,1.403494737,1.895035786,1.653779901,1.658933944
ZDT3_P,existing,existing,existing,new_ZDT,disc,existing2,new_ZDT3,ZDT3_13,1,13,11000,0.4002,0.3984,0.2014,0.2782,1274.142485,0.123780732,0.124505511,-0.003379598,-0.025511617,0,0.00044205,1.694367579,20.2229374,20,0.006636364,0.082272727,0.075636364,61.04065994,20.2229374,19.16864795,0.902266159,81.70511466,0.000636364,30,2,2.152121941,2.380926168,1.780940073,2.980912264,1.19997219,1,-0.018629315,4.114542929,4.663721803,-0.138000308,251.007764,14.47359876,2.380926168,1.942835977,41.79220779,14.09090909,79.63636364,0.29395897,1.720701459,1.381523176,1.536616757,1.903373859,1.698476997,1.74838128
ZDT3_P,existing,existing,existing,new_ZDT,disc,existing2,new_ZDT3,ZDT3_14,1,14,11000,0.3795,0.3761,0.2444,0.3456,1240.807486,0.141785775,0.147042333,0.01526892,0.045022072,0,0.00044205,1.827717334,18.56547403,20,0.003454545,0.080363636,0.076909091,74.84382235,18.56547403,14.80522508,0.899192923,56.50953725,0.001363636,30,2,2.155609232,2.410107114,1.780940073,3.039274155,1.258334081,1,-0.018629315,4.018799058,4.666302598,-0.165754208,206.1416299,15.07982446,2.410107114,1.938817129,26.86363636,10.54545455,60.63636364,0.311775148,1.851759196,1.586542669,1.84649276,1.943214215,1.849459577,1.885356807
ZDT3_P,existing,existing,existing,new_ZDT,disc,existing2,new_ZDT3,ZDT3_15,1,15,11000,0.3939,0.3957,0.2104,0.294,1267.112546,0.120827089,0.121365849,-0.023333663,0.006788934,0,0.00044205,1.755310735,18.87103826,20,0.002181818,0.092909091,0.090727273,64.24949164,18.87103826,16.13067921,0.899393736,75.36528251,0.000818182,30,2,2.180533092,2.383922893,1.780940073,2.986905713,1.20596564,1,-0.018629315,4.107155738,4.672123214,-0.142092686,226.2629386,14.17817264,2.383922893,1.941356878,37.96969697,13.81818182,74.18181818,0.300803868,1.803361957,1.472756734,1.615015177,1.940151525,1.827720319,1.860055856
ZDT3_P,existing,existing,existing,new_ZDT,disc,existing2,new_ZDT3,ZDT3_16,1,16,11000,0.3466,0.3594,0.294,0.4184,978.5019137,0.069847231,0.10051505,0.067258765,0.0355379,0,0.00044205,1.902036669,21.74325009,20,0.001,0.098454545,0.097454545,79.46918935,21.74325009,20.37435926,0.898600782,48.17899095,0.001818182,30,2,2.307999104,2.798886619,1.780940073,3.816833164,2.035893091,1,-0.018629315,3.606577433,4.487166842,-0.249327442,107.2826116,17.21677662,2.798886619,1.994186669,25.57070707,8.818181818,50.27272727,0.306302075,1.868818545,1.673412475,1.920588378,1.961116738,1.886920866,1.897350188
ZDT3_P,existing,existing,existing,new_ZDT,disc,existing2,new_ZDT3,ZDT3_17,1,17,11000,0.3736,0.3743,0.2521,0.3556,1230.605789,0.123055634,0.129760133,-0.009808838,0.030454326,0,0.00044205,1.886185843,21.24740673,20,0.003545455,0.090181818,0.086636364,77.51490259,21.24740673,18.54666475,0.900852568,54.98294857,0.001363636,30,2,2.218731947,2.421380445,1.780940073,3.061820817,1.280880744,1,-0.018629315,3.998504041,4.674898664,-0.173820992,195.3764514,18.76184318,2.421380445,1.977156468,28.81818182,11,59.09090909,0.311204579,1.860385497,1.572783011,1.857576091,1.952587694,1.878979152,1.900970952
ZDT3_P,existing,existing,existing,new_ZDT,disc,existing2,new_ZDT3,ZDT3_18,1,18,11000,0.3958,0.4021,0.2021,0.2803,1272.704853,0.134033506,0.133505773,0.015710113,-0.004537494,0,0.00044205,1.74243893,19.24730523,20,0.005636364,0.083818182,0.078181818,62.3665236,19.24730523,17.07222918,0.894740304,79.42254763,0.000727273,30,2,2.135951948,2.381863762,1.780940073,2.98278745,1.201847377,1,-0.018629315,4.115068814,4.677085881,-0.141102472,214.8320817,14.67020433,2.381863762,1.948209295,39.53409091,14.36363636,77.09090909,0.295210869,1.734319394,1.384826933,1.567477433,1.909355432,1.717036722,1.753541826
ZDT3_P,existing,existing,existing,new_ZDT,disc,existing2,new_ZDT3,ZDT3_19,1,19,11000,0.3931,0.3954,0.2115,0.2964,1266.225551,0.136423184,0.135620911,-0.015165453,-0.003928646,0,0.00044205,1.755310735,19.3901463,20,0.000545455,0.081818182,0.081272727,65.53913013,19.3901463,16.65298515,0.894032773,74.25201995,0.000818182,30,2,2.125825607,2.383994105,1.780940073,2.987048137,1.206108064,1,-0.018629315,4.109636732,4.681863786,-0.143773381,231.3680436,14.36537548,2.383994105,1.941356878,37.94949495,13.72727273,73.09090909,0.314458013,1.809020029,1.477669195,1.629717613,1.937732816,1.768500581,1.825581577
